"","Longitude..x.","Latitude..y.","Station.Name","Climate.ID","Date.Time","Year","Month","Day","Data.Quality","Max.Temp...C.","Max.Temp.Flag","Min.Temp...C.","Min.Temp.Flag","Mean.Temp...C.","Mean.Temp.Flag","Heat.Deg.Days...C.","Heat.Deg.Days.Flag","Cool.Deg.Days...C.","Cool.Deg.Days.Flag","Total.Rain..mm.","Total.Rain.Flag","Total.Snow..cm.","Total.Snow.Flag","Total.Precip..mm.","Total.Precip.Flag","Snow.on.Grnd..cm.","Snow.on.Grnd.Flag","Dir.of.Max.Gust..10s.deg.","Dir.of.Max.Gust.Flag","Spd.of.Max.Gust..km.h.","Spd.of.Max.Gust.Flag","q","level"
"790",-122.51,53.03,"QUESNEL",1096629,2013-02-28,2013,2,28,NA,4.1,"",-4.3,"",-0.1,"",18.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.16","1.609"
"791",-122.51,53.03,"QUESNEL",1096629,2013-03-01,2013,3,1,NA,4.5,"",0.5,"",2.5,"",15.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.19","1.573"
"792",-122.51,53.03,"QUESNEL",1096629,2013-03-02,2013,3,2,NA,3,"",0.3,"",1.7,"",16.3,"",0,"",NA,"M",NA,"M",4.3,"",NA,NA,NA,"","<31","","1.22","1.584"
"793",-122.51,53.03,"QUESNEL",1096629,2013-03-03,2013,3,3,NA,NA,"M",-0.8,"E",NA,"M",NA,"M",NA,"M",NA,"M",NA,"",NA,"M",NA,NA,NA,"M","","M","1.25","1.580"
"794",-122.51,53.03,"QUESNEL",1096629,2013-03-04,2013,3,4,NA,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","1.25","1.608"
"795",-122.51,53.03,"QUESNEL",1096629,2013-03-05,2013,3,5,NA,0.3,"",-7.9,"",-3.8,"",21.8,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.29","1.630"
"796",-122.51,53.03,"QUESNEL",1096629,2013-03-06,2013,3,6,NA,2.6,"",-6.6,"",-2,"",20,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.29","1.640"
"797",-122.51,53.03,"QUESNEL",1096629,2013-03-07,2013,3,7,NA,2,"",-13.4,"",-5.7,"",23.7,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.29","1.635"
"798",-122.51,53.03,"QUESNEL",1096629,2013-03-08,2013,3,8,NA,7.1,"",-8.3,"",-0.6,"",18.6,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.29","1.629"
"799",-122.51,53.03,"QUESNEL",1096629,2013-03-09,2013,3,9,NA,9.4,"",-10,"",-0.3,"",18.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.30","1.654"
"800",-122.51,53.03,"QUESNEL",1096629,2013-03-10,2013,3,10,NA,5.3,"",-4.3,"",0.5,"",17.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.30","1.630"
"801",-122.51,53.03,"QUESNEL",1096629,2013-03-11,2013,3,11,NA,4,"",-10.3,"",-3.2,"",21.2,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.30","1.632"
"802",-122.51,53.03,"QUESNEL",1096629,2013-03-12,2013,3,12,NA,5,"",-3.5,"",0.8,"",17.2,"",0,"",NA,"M",NA,"M",6.6,"",NA,NA,NA,"","<31","","1.30","1.625"
"803",-122.51,53.03,"QUESNEL",1096629,2013-03-13,2013,3,13,NA,15.6,"",-0.2,"",7.7,"",10.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.30","1.626"
"804",-122.51,53.03,"QUESNEL",1096629,2013-03-14,2013,3,14,NA,0.9,"",-1.9,"",-0.5,"",18.5,"",0,"",NA,"M",NA,"M",3.8,"",NA,NA,NA,"","<31","","1.30","1.627"
"805",-122.51,53.03,"QUESNEL",1096629,2013-03-15,2013,3,15,NA,-0.5,"",-6.1,"",-3.3,"",21.3,"",0,"",NA,"M",NA,"M",1.3,"",NA,NA,NA,"","<31","","1.30","1.628"
"806",-122.51,53.03,"QUESNEL",1096629,2013-03-16,2013,3,16,NA,2.9,"",-2.8,"",0.1,"",17.9,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.30","1.631"
"807",-122.51,53.03,"QUESNEL",1096629,2013-03-17,2013,3,17,NA,2.8,"",-9.4,"",-3.3,"",21.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.30","1.643"
"808",-122.51,53.03,"QUESNEL",1096629,2013-03-18,2013,3,18,NA,4,"",-6.9,"",-1.5,"",19.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.30","1.650"
"809",-122.51,53.03,"QUESNEL",1096629,2013-03-19,2013,3,19,NA,5.4,"",-10.7,"",-2.7,"",20.7,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.30","1.658"
"810",-122.51,53.03,"QUESNEL",1096629,2013-03-20,2013,3,20,NA,7.9,"",0.7,"",4.3,"",13.7,"",0,"",NA,"M",NA,"M",2.5,"",NA,NA,NA,"","<31","","1.30","1.663"
"811",-122.51,53.03,"QUESNEL",1096629,2013-03-21,2013,3,21,NA,3.1,"",-4.7,"",-0.8,"",18.8,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.30","1.647"
"812",-122.51,53.03,"QUESNEL",1096629,2013-03-22,2013,3,22,NA,1.6,"",-6.1,"",-2.3,"",20.3,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,NA,"","<31","","1.30","1.653"
"813",-122.51,53.03,"QUESNEL",1096629,2013-03-23,2013,3,23,NA,4.1,"",-11.5,"",-3.7,"",21.7,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.30","1.648"
"814",-122.51,53.03,"QUESNEL",1096629,2013-03-24,2013,3,24,NA,8.2,"",-10.8,"",-1.3,"",19.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.30","1.662"
"815",-122.51,53.03,"QUESNEL",1096629,2013-03-25,2013,3,25,NA,11.5,"",-2.6,"",4.5,"",13.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.35","1.665"
"816",-122.51,53.03,"QUESNEL",1096629,2013-03-26,2013,3,26,NA,11.4,"",-5.6,"",2.9,"",15.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.47","1.654"
"817",-122.51,53.03,"QUESNEL",1096629,2013-03-27,2013,3,27,NA,12.4,"",-3,"",4.7,"",13.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","2.13","1.654"
"818",-122.51,53.03,"QUESNEL",1096629,2013-03-28,2013,3,28,NA,15.7,"",-3.6,"",6.1,"",11.9,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","2.29","1.671"
"819",-122.51,53.03,"QUESNEL",1096629,2013-03-29,2013,3,29,NA,14.4,"",-3.7,"",5.4,"",12.6,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","2.57","1.690"
"820",-122.51,53.03,"QUESNEL",1096629,2013-03-30,2013,3,30,NA,15,"",-5.6,"",4.7,"",13.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","3.12","1.725"
"821",-122.51,53.03,"QUESNEL",1096629,2013-03-31,2013,3,31,NA,15,"",-4.1,"",5.5,"",12.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","3.69","1.758"
"822",-122.51,53.03,"QUESNEL",1096629,2013-04-01,2013,4,1,NA,19.5,"",-4.4,"",7.6,"",10.4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","4.82","1.813"
"823",-122.51,53.03,"QUESNEL",1096629,2013-04-02,2013,4,2,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","8.34","1.944"
"824",-122.51,53.03,"QUESNEL",1096629,2013-04-03,2013,4,3,NA,11.7,"",-5.6,"",3.1,"",14.9,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","10.6","2.010"
"825",-122.51,53.03,"QUESNEL",1096629,2013-04-04,2013,4,4,NA,11.8,"",-3.9,"",4,"",14,"",0,"",NA,"M",NA,"M",3,"",NA,NA,NA,"","<31","","12.1","2.050"
"826",-122.51,53.03,"QUESNEL",1096629,2013-04-05,2013,4,5,NA,5.1,"",-3.4,"",0.9,"",17.1,"",0,"",NA,"M",NA,"M",7.1,"",NA,NA,NA,"","<31","","15.7","2.131"
"827",-122.51,53.03,"QUESNEL",1096629,2013-04-06,2013,4,6,NA,5,"",-0.8,"",2.1,"",15.9,"",0,"",NA,"M",NA,"M",4.4,"",NA,NA,NA,"","<31","","16.9","2.155"
"828",-122.51,53.03,"QUESNEL",1096629,2013-04-07,2013,4,7,NA,7.7,"",0.2,"",4,"",14,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","18.1","2.179"
"829",-122.51,53.03,"QUESNEL",1096629,2013-04-08,2013,4,8,NA,8.9,"",-3.1,"",2.9,"",15.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","17.8","2.173"
"830",-122.51,53.03,"QUESNEL",1096629,2013-04-09,2013,4,9,NA,7.5,"",-3.6,"",2,"",16,"",0,"",NA,"M",NA,"M",1.8,"",NA,NA,NA,"","<31","","18.5","2.186"
"831",-122.51,53.03,"QUESNEL",1096629,2013-04-10,2013,4,10,NA,10.4,"",3.1,"",6.8,"",11.2,"",0,"",NA,"M",NA,"M",9.4,"",NA,NA,NA,"","<31","","19.9","2.211"
"832",-122.51,53.03,"QUESNEL",1096629,2013-04-11,2013,4,11,NA,8.6,"",-1.3,"",3.7,"",14.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","22.3","2.253"
"833",-122.51,53.03,"QUESNEL",1096629,2013-04-12,2013,4,12,NA,5.2,"",-1.5,"",1.9,"",16.1,"",0,"",NA,"M",NA,"M",6.8,"",NA,NA,NA,"","<31","","23.3","2.269"
"834",-122.51,53.03,"QUESNEL",1096629,2013-04-13,2013,4,13,NA,6.3,"",-1.3,"",2.5,"",15.5,"",0,"",NA,"M",NA,"M",1.8,"",NA,NA,NA,"","<31","","22.1","2.248"
"835",-122.51,53.03,"QUESNEL",1096629,2013-04-14,2013,4,14,NA,9.9,"",-3.9,"",3,"",15,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","19.9","2.211"
"836",-122.51,53.03,"QUESNEL",1096629,2013-04-15,2013,4,15,NA,10.3,"",-0.9,"",4.7,"",13.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","18.2","2.180"
"837",-122.51,53.03,"QUESNEL",1096629,2013-04-16,2013,4,16,NA,10.5,"",-2.9,"",3.8,"",14.2,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","16.4","2.146"
"838",-122.51,53.03,"QUESNEL",1096629,2013-04-17,2013,4,17,NA,13.1,"",-2.5,"",5.3,"",12.7,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,NA,"","<31","","15.3","2.123"
"839",-122.51,53.03,"QUESNEL",1096629,2013-04-18,2013,4,18,NA,11.7,"",4.1,"",7.9,"",10.1,"",0,"",NA,"M",NA,"M",8.9,"",NA,NA,NA,"","<31","","16.2","2.142"
"840",-122.51,53.03,"QUESNEL",1096629,2013-04-19,2013,4,19,NA,12.8,"",4.8,"",8.8,"",9.2,"",0,"",NA,"M",NA,"M",9.9,"",NA,NA,NA,"","<31","","27.1","2.323"
"841",-122.51,53.03,"QUESNEL",1096629,2013-04-20,2013,4,20,NA,9.2,"",-3.8,"",2.7,"",15.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","34.1","2.419"
"842",-122.51,53.03,"QUESNEL",1096629,2013-04-21,2013,4,21,NA,8.5,"",-6.2,"",1.2,"",16.8,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","37.5","2.459"
"843",-122.51,53.03,"QUESNEL",1096629,2013-04-22,2013,4,22,NA,14.3,"",-6.8,"",3.8,"",14.2,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","36.5","2.448"
"844",-122.51,53.03,"QUESNEL",1096629,2013-04-23,2013,4,23,NA,13.9,"",1.8,"",7.9,"",10.1,"",0,"",NA,"M",NA,"M",2,"",NA,NA,NA,"","<31","","34.7","2.426"
"845",-122.51,53.03,"QUESNEL",1096629,2013-04-24,2013,4,24,NA,17,"",-3.6,"",6.7,"",11.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","33.0","2.405"
"846",-122.51,53.03,"QUESNEL",1096629,2013-04-25,2013,4,25,NA,19.3,"",1.3,"",10.3,"",7.7,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","32.8","2.403"
"847",-122.51,53.03,"QUESNEL",1096629,2013-04-26,2013,4,26,NA,18.9,"",11.1,"",15,"",3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","35.2","2.432"
"848",-122.51,53.03,"QUESNEL",1096629,2013-04-27,2013,4,27,NA,15.2,"",3.8,"",9.5,"",8.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","40.3","2.492"
"849",-122.51,53.03,"QUESNEL",1096629,2013-04-28,2013,4,28,NA,12.5,"",-2.3,"",5.1,"",12.9,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","48.7","2.578"
"850",-122.51,53.03,"QUESNEL",1096629,2013-04-29,2013,4,29,NA,7.5,"",-1.8,"",2.9,"",15.1,"",0,"",NA,"M",NA,"M",0.5,"",NA,NA,NA,"","<31","","52.8","2.617"
"851",-122.51,53.03,"QUESNEL",1096629,2013-04-30,2013,4,30,NA,8.7,"",-1.4,"",3.7,"",14.3,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,NA,"","<31","","49.4","2.584"
"852",-122.51,53.03,"QUESNEL",1096629,2013-05-01,2013,5,1,NA,15.2,"",-5.9,"",4.7,"",13.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","41.8","2.505"
"853",-122.51,53.03,"QUESNEL",1096629,2013-05-02,2013,5,2,NA,12.1,"",5.1,"",8.6,"",9.4,"",0,"",NA,"M",NA,"M",20.1,"",NA,NA,NA,"","<31","","37.8","2.460"
"854",-122.51,53.03,"QUESNEL",1096629,2013-05-03,2013,5,3,NA,18.5,"",2.8,"",10.7,"",7.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","36.6","2.444"
"855",-122.51,53.03,"QUESNEL",1096629,2013-05-04,2013,5,4,NA,23.5,"",2.2,"",12.9,"",5.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","36.7","2.444"
"856",-122.51,53.03,"QUESNEL",1096629,2013-05-05,2013,5,5,NA,25.8,"",2.1,"",14,"",4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","38.1","2.460"
"857",-122.51,53.03,"QUESNEL",1096629,2013-05-06,2013,5,6,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","40.6","2.486"
"858",-122.51,53.03,"QUESNEL",1096629,2013-05-07,2013,5,7,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","44.3","2.525"
"859",-122.51,53.03,"QUESNEL",1096629,2013-05-08,2013,5,8,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","47.3","2.555"
"860",-122.51,53.03,"QUESNEL",1096629,2013-05-09,2013,5,9,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","45.9","2.540"
"861",-122.51,53.03,"QUESNEL",1096629,2013-05-10,2013,5,10,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","40.2","2.478"
"862",-122.51,53.03,"QUESNEL",1096629,2013-05-11,2013,5,11,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","34.8","2.414"
"863",-122.51,53.03,"QUESNEL",1096629,2013-05-12,2013,5,12,NA,24.2,"",15.3,"",19.8,"",0,"",1.8,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","29.9","2.350"
"864",-122.51,53.03,"QUESNEL",1096629,2013-05-13,2013,5,13,NA,18.3,"",6.6,"",12.5,"",5.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","25.9","2.293"
"865",-122.51,53.03,"QUESNEL",1096629,2013-05-14,2013,5,14,NA,14.7,"",5.5,"",10.1,"",7.9,"",0,"",NA,"M",NA,"M",2.1,"",NA,NA,NA,"","<31","","23.4","2.254"
"866",-122.51,53.03,"QUESNEL",1096629,2013-05-15,2013,5,15,NA,13.9,"",4.3,"",9.1,"",8.9,"",0,"",NA,"M",NA,"M",1.9,"",NA,NA,NA,"","<31","","22.7","2.241"
"867",-122.51,53.03,"QUESNEL",1096629,2013-05-16,2013,5,16,NA,18.3,"",2.3,"",10.3,"",7.7,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","20.1","2.196"
"868",-122.51,53.03,"QUESNEL",1096629,2013-05-17,2013,5,17,NA,21.8,"",3.5,"",12.7,"",5.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","16.9","2.136"
"869",-122.51,53.03,"QUESNEL",1096629,2013-05-18,2013,5,18,NA,17.4,"",4.8,"",11.1,"",6.9,"",0,"",NA,"M",NA,"M",2.1,"",NA,NA,NA,"","<31","","15.3","2.102"
"870",-122.51,53.03,"QUESNEL",1096629,2013-05-19,2013,5,19,NA,18.2,"",4.8,"",11.5,"",6.5,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,NA,"","<31","","14.1","2.075"
"871",-122.51,53.03,"QUESNEL",1096629,2013-05-20,2013,5,20,NA,11.9,"",1.9,"",6.9,"",11.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","12.7","2.043"
"872",-122.51,53.03,"QUESNEL",1096629,2013-05-21,2013,5,21,NA,12.9,"",6.2,"",9.6,"",8.4,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,NA,"","<31","","12.1","2.027"
"873",-122.51,53.03,"QUESNEL",1096629,2013-05-22,2013,5,22,NA,20.4,"",4.6,"",12.5,"",5.5,"",0,"",NA,"M",NA,"M",9.6,"",NA,NA,NA,"","<31","","12.7","2.039"
"874",-122.51,53.03,"QUESNEL",1096629,2013-05-23,2013,5,23,NA,15.9,"",5.8,"",10.9,"",7.1,"",0,"",NA,"M",NA,"M",1,"",NA,NA,NA,"","<31","","13.7","2.062"
"875",-122.51,53.03,"QUESNEL",1096629,2013-05-24,2013,5,24,NA,14.6,"",4.4,"",9.5,"",8.5,"",0,"",NA,"M",NA,"M",0.8,"",NA,NA,NA,"","<31","","14.1","2.069"
"876",-122.51,53.03,"QUESNEL",1096629,2013-05-25,2013,5,25,NA,15.3,"",8.6,"",12,"",6,"",0,"",NA,"M",NA,"M",0.6,"",NA,NA,NA,"","<31","","13.4","2.053"
"877",-122.51,53.03,"QUESNEL",1096629,2013-05-26,2013,5,26,NA,17.7,"",5,"",11.4,"",6.6,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,NA,"","<31","","12.8","2.038"
"878",-122.51,53.03,"QUESNEL",1096629,2013-05-27,2013,5,27,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","12.7","2.034"
"879",-122.51,53.03,"QUESNEL",1096629,2013-05-28,2013,5,28,NA,18.6,"",9.4,"",14,"",4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","12.8","2.035"
"880",-122.51,53.03,"QUESNEL",1096629,2013-05-29,2013,5,29,NA,19,"",8.8,"",13.9,"",4.1,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,NA,"","<31","","13.3","2.047"
"881",-122.51,53.03,"QUESNEL",1096629,2013-05-30,2013,5,30,NA,15.4,"",8.4,"",11.9,"",6.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","13.4","2.048"
"882",-122.51,53.03,"QUESNEL",1096629,2013-05-31,2013,5,31,NA,16.5,"",6.6,"",11.6,"",6.4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","13.0","2.038"
"883",-122.51,53.03,"QUESNEL",1096629,2013-06-01,2013,6,1,NA,16.7,"",3.8,"",10.3,"",7.7,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,NA,"","<31","","12.8","2.032"
"884",-122.51,53.03,"QUESNEL",1096629,2013-06-02,2013,6,2,NA,19.1,"",7.3,"",13.2,"",4.8,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","13.1","2.037"
"885",-122.51,53.03,"QUESNEL",1096629,2013-06-03,2013,6,3,NA,22.1,"",3.9,"",13,"",5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","13.3","2.040"
"886",-122.51,53.03,"QUESNEL",1096629,2013-06-04,2013,6,4,NA,24.5,"",5.3,"",14.9,"",3.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","13.6","2.047"
"887",-122.51,53.03,"QUESNEL",1096629,2013-06-05,2013,6,5,NA,21.6,"",7.6,"",14.6,"",3.4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","12.7","2.024"
"888",-122.51,53.03,"QUESNEL",1096629,2013-06-06,2013,6,6,NA,20.4,"",1.3,"",10.9,"",7.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","11.0","1.983"
"889",-122.51,53.03,"QUESNEL",1096629,2013-06-07,2013,6,7,NA,18.3,"",11.2,"",14.8,"",3.2,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","9.92","1.951"
"890",-122.51,53.03,"QUESNEL",1096629,2013-06-08,2013,6,8,NA,15.3,"",7.7,"",11.5,"",6.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","9.18","1.929"
"891",-122.51,53.03,"QUESNEL",1096629,2013-06-09,2013,6,9,NA,17.9,"",5.7,"",11.8,"",6.2,"",0,"",NA,"M",NA,"M",4.6,"",NA,NA,NA,"","<31","","8.83","1.918"
"892",-122.51,53.03,"QUESNEL",1096629,2013-06-10,2013,6,10,NA,19.7,"",3.5,"",11.6,"",6.4,"",0,"",NA,"M",NA,"M",0.6,"",NA,NA,NA,"","<31","","8.71","1.913"
"893",-122.51,53.03,"QUESNEL",1096629,2013-06-11,2013,6,11,NA,23.1,"",1.6,"",12.4,"",5.6,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,NA,"","<31","","8.63","1.909"
"894",-122.51,53.03,"QUESNEL",1096629,2013-06-12,2013,6,12,NA,15.8,"",9.2,"",12.5,"",5.5,"",0,"",NA,"M",NA,"M",0.6,"",NA,NA,NA,"","<31","","8.74","1.912"
"895",-122.51,53.03,"QUESNEL",1096629,2013-06-13,2013,6,13,NA,17.8,"",8.2,"",13,"",5,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,NA,"","<31","","10.1","1.951"
"896",-122.51,53.03,"QUESNEL",1096629,2013-06-14,2013,6,14,NA,20.5,"",8.9,"",14.7,"",3.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","10.9","1.974"
"897",-122.51,53.03,"QUESNEL",1096629,2013-06-15,2013,6,15,NA,22.8,"",6.1,"",14.5,"",3.5,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,NA,"","<31","","10.9","1.975"
"898",-122.51,53.03,"QUESNEL",1096629,2013-06-16,2013,6,16,NA,25,"",6.5,"",15.8,"",2.2,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","10.8","1.971"
"899",-122.51,53.03,"QUESNEL",1096629,2013-06-17,2013,6,17,NA,25.1,"",10.4,"",17.8,"",0.2,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","9.47","1.936"
"900",-122.51,53.03,"QUESNEL",1096629,2013-06-18,2013,6,18,NA,21.5,"",8.3,"",14.9,"",3.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","8.56","1.909"
"901",-122.51,53.03,"QUESNEL",1096629,2013-06-19,2013,6,19,NA,17.4,"",12.3,"",14.9,"",3.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","13.2","2.026"
"902",-122.51,53.03,"QUESNEL",1096629,2013-06-20,2013,6,20,NA,26.6,"",12.5,"",19.6,"",0,"",1.6,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","25.8","2.263"
"903",-122.51,53.03,"QUESNEL",1096629,2013-06-21,2013,6,21,NA,27.4,"",7.7,"",17.6,"",0.4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","31.1","2.339"
"904",-122.51,53.03,"QUESNEL",1096629,2013-06-22,2013,6,22,NA,25.5,"",9.4,"",17.5,"",0.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","31.0","2.339"
"905",-122.51,53.03,"QUESNEL",1096629,2013-06-23,2013,6,23,NA,26.3,"",9,"",17.7,"",0.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","26.4","2.275"
"906",-122.51,53.03,"QUESNEL",1096629,2013-06-24,2013,6,24,NA,23.7,"",7.6,"",15.7,"",2.3,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","22.2","2.211"
"907",-122.51,53.03,"QUESNEL",1096629,2013-06-25,2013,6,25,NA,22.7,"",12.1,"",17.4,"",0.6,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","19.4","2.165"
"908",-122.51,53.03,"QUESNEL",1096629,2013-06-26,2013,6,26,NA,23.5,"",10.8,"",17.2,"",0.8,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","17.7","2.133"
"909",-122.51,53.03,"QUESNEL",1096629,2013-06-27,2013,6,27,NA,24.2,"",6.8,"",15.5,"",2.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","15.9","2.099"
"910",-122.51,53.03,"QUESNEL",1096629,2013-06-28,2013,6,28,NA,27.4,"",11.1,"",19.3,"",0,"",1.3,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","13.9","2.057"
"911",-122.51,53.03,"QUESNEL",1096629,2013-06-29,2013,6,29,NA,30.2,"",10.2,"",20.2,"",0,"",2.2,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","11.9","2.010"
"912",-122.51,53.03,"QUESNEL",1096629,2013-06-30,2013,6,30,NA,32.3,"",12.4,"",22.4,"",0,"",4.4,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","10.3","1.969"
"913",-122.51,53.03,"QUESNEL",1096629,2013-07-01,2013,7,1,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","8.84","1.928"
"914",-122.51,53.03,"QUESNEL",1096629,2013-07-02,2013,7,2,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","7.61","1.890"
